"X" "Y"
1.29152549779974 5.39533195952867
3.60167971230112 14.6628117585761
3.79988843109459 17.9645112657616
1.24462737119757 7.70220251385512
0.364463981240988 3.06563245180794
0.0891099742148072 1.69016712260834
0.287363094976172 3.14712925482303
4.94358081021346 21.1429556771382
1.46143579040654 8.51377815279105
3.81588577874936 18.0935942497840
4.33224736945704 17.3988785601301
2.05392595147714 9.84549764727137
3.77852834062651 14.8479537089761
3.2957327994518 13.7008649510156
0.738615995505825 5.23269334675255
1.32878680713475 5.41960102869325
2.32378753833473 11.5068178180753
4.10156365134753 17.4648153765578
4.86945527489297 20.5603443750191
2.19570131972432 12.5256709848834
3.41225808719173 14.7752487790938
3.3826641459018 16.0701950261456
2.18283477588557 8.44684988119533
1.68467347160913 7.08928960105601
0.241272639250383 3.04062632224078
3.25970784411766 14.634213327589
1.56240484211594 5.48567107858679
2.29236866231076 11.1663197601833
2.18290520948358 10.5159480746510
0.791289819171652 6.30434365884143
0.916423877933994 4.39284769377854
4.35528633184731 17.5979222050551
1.89226400339976 7.56540980763719
2.68329220940359 12.2655386959141
3.50097967428155 15.4971804423009
1.83845590916462 10.5666232472923
3.5272757417988 15.6862590582769
4.5016380911693 20.0511730254719
2.09023985546082 10.8591098237548
3.46014552633278 15.9120703934192
3.50483238231391 16.0524483722165
3.59714029007591 17.347339866121
1.81987305521034 9.12110956604673
0.000632243463769555 1.30271017710324
2.06610884633847 10.4905310351714
1.97674169321544 7.59804567130453
2.34543879982084 10.4435811718737
4.9 1000
1.87386525562033 10.7374017346422
3.9123765216209 17.3331621170713
1.78592107025906 7.20215630214292
