"Y";"X"
16.2515814104739;1.07793790800497
32.409157591342;2.33964289235882
-33.4102670245401;-2.30134787270799
38.1158816242156;2.84039816749282
17.7521350057351;2.11961891851388
-15.70922700228;-1.82879554014653
-41.0108616571632;-2.64844446606003
-35.4346850334854;-2.22613507066853
4.26776599378884;1.61515586753376
-23.4387297563752;-2.07820959063247
-39.80436633003;-2.54126864322461
2.24085266198385;0.552037300541997
53.8601871323198;3.21945215878077
0.447150531273962;0.206840079976246
-34.4662988232391;-2.45706442836672
-4.02292255484731;-0.686342927627265
-68.621144416618;-3.24513432430103
44.3277612168996;2.99778416496702
-14.6989574174432;-1.14451676444151
4.99351050172702;0.667481746058911
9.42647661362428;1.92819998203777
-5.97392003788204;-0.254963865503669
5.66434500483745;0.565738355740905
-3.68612337836083;-0.70916918059811
-44.1852231805274;-2.79369232221507
-75.3198228806067;-3.28682475769892
10.5799342959329;1.59351296909153
-33.2136583245622;-2.60421650274657
-3.62174594790358;0.68205725052394
-25.4437201520591;-2.04207914881408
10.0843315526005;2.2052635976579
9.69108121807259;0.925319026689976
-2.42136916505876;-0.325880717718974
2.83623735828919;1.06435546744615
-2.24145825371657;-0.835664019454271
2.16703022866077;1.01167483464815
-3.07845817321608;1.07815600326285
-78.400218533207;-3.43157015996985
0.76823543143292;-0.499289128230885
-0.219103680207768;-0.707480510231107
12.6880052936088;1.18231776123866
3.18446683015726;0.100251973140985
-67.6666930507856;-3.32993682939559
-12.2500939433426;-1.10170586453751
2.9220998744559;-0.399092624196783
-7.06956652006031;-1.8696643547155
-35.2966529185;-2.50183885381557
3.60766874137973;0.206078612711281
-71.7727050364315;-3.48185674031265
-38.5115284943617;-2.75507380068302
55.4934931063417;3.31880736397579
-10.6422290210485;-1.51891439361498
10.6276050696741;0.682876493083313
4.49866199163412;0.048545777099207
10.4920409372181;2.10374460509047
-12.4217545505644;-1.51079850248061
-37.1357964084818;-2.63424162357114
57.9781793004712;3.07051648711786
60.3501093781517;3.26267117890529
-59.7634353057459;-3.32925552781671
28.3213635655106;2.56565316021442
-25.1581641592152;-2.28646962856874
1.86962197368756;-0.507734812330455
0.00604537116547288;-0.72684278478846
-10.9547809551827;-1.03002150007524
-4.19760998925787;0.290463463170454
8.78271783777649;1.82726372149773
22.8339449513259;2.24519931408577
-9.59318820311035;-1.15524732298218
0.716263508769115;-0.383729156572372
25.3963520976843;2.61208285135217
-30.5513187356417;-2.4659711739514
2.11431229277467;-0.216706124600023
4.85218221884043;0.660086179152131
59.7468487594728;3.34204324800521
-28.7962977631985;-2.34668535995297
6.5196453587916;1.41091849701479
-54.2252440619303;-2.89540540939197
-2.7256184228808;0.593973136739805
-63.6549551956786;-3.11258226190694
-17.086653817161;-1.75489295576699
-10.0617207123394;-0.0803005679044873
63.9756791001866;3.36499373521656
-26.1057825441171;-2.30311903450638
-40.7825216624972;-2.52916085883044
-13.8472396839372;-1.58427955489606
1.10376486091285;-0.53505817335099
7.55889568337223;1.90917568700388
-45.3702890627124;-2.72215714282356
-8.26550510013849;-1.21109216404147
1.84284808384719;-0.0433188918977976
-2.46889302087943;0.534662289777771
-0.250759425785713;0.552653627935797
2.17164203510533;-0.693687844788656
-34.3260595310324;-2.59356428449973
10.4553668080978;1.48465797118843
4.70393973987409;1.65890609147027
30.141306740596;2.51629860885441
19.9971158321984;2.06651348923333
-9.77530567515342;-0.683614914771169
